source,destination,w,n_obs
41-3021,53-7065,6342.7206,1
41-3031,11-1011,10338.4198,2
41-3031,11-1021,2846.802,1
41-3031,11-3031,89258.5831,21
41-3031,11-9051,3143.9132,1
41-3031,11-9141,5017.7544,2
41-3031,13-1011,3379.0038,1
41-3031,13-1021,1271.3391,1
41-3031,13-1022,4777.3687,1
41-3031,13-1111,4019.8028999999997,2
41-3031,13-1161,1593.7902,1
41-3031,13-1199,11725.7528,2
41-3031,13-2011,3600.4063,1
41-3031,13-2051,55918.2756,14
41-3031,13-2052,47014.8309,10
41-3031,13-2099,14404.9324,3
41-3031,15-1211,15512.6988,4
41-3031,15-1244,1251.5,1
41-3031,15-1253,3886.5277,1
41-3031,17-2051,10344.9968,2
41-3031,21-1093,4862.8444,1
41-3031,23-1011,5247.36,1
41-3031,27-3043,3267.1596,1
41-3031,29-1141,22249.816899999998,5
41-3031,31-1122,2667.8956,1
41-3031,35-1012,4140.3122,1
41-3031,37-1012,5927.722,1
41-3031,41-1011,8529.4136,3
41-3031,41-2021,5257.3924,1
41-3031,41-2031,17965.3398,3
41-3031,41-3021,13406.274,3
41-3031,41-3091,14177.7474,3
41-3031,41-9099,21664.0338,5
41-3031,43-1011,3551.4355,1
41-3031,43-3031,2353.7076,1
41-3031,43-3099,6003.9136,2
41-3031,43-4051,7069.970499999999,2
41-3031,43-4161,3217.9059,1
41-3031,43-9061,3493.4491000000003,3
41-3031,43-9199,7764.9196,2
41-3031,47-2031,4994.3155,1
41-3031,47-2111,5384.8816,1
41-3031,51-6011,10231.3126,1
41-3031,53-7062,5288.172,1
41-3031,53-7065,5031.8909,1
41-3041,11-3031,12442.3603,3
41-3041,11-9051,2476.2147,1
41-3041,11-9141,453.4399,1
41-3041,13-1023,2148.323,1
41-3041,13-1041,5003.9468,1
41-3041,13-1121,3739.3036,1
41-3041,13-2011,1219.5519,1
41-3041,15-1211,4609.2633,1
41-3041,35-3031,4853.6244,1
41-3041,35-9021,538.2249,1
41-3041,37-2012,4909.4448,1
41-3041,39-9011,4907.8301,1
41-3041,41-1011,7084.7907,1
41-3041,41-2031,4867.8602,1
41-3041,41-9091,937.9736,1
41-3041,43-1011,7455.7707,2
41-3041,43-4051,17195.8453,4
41-3041,43-4171,4330.9099,1
41-3041,43-4181,9174.2435,3
41-3041,43-9061,3544.1799,1
41-3041,51-7099,3452.6821,1
41-3091,11-1011,41619.6112,12
41-3091,11-1021,22859.8148,5
41-3091,11-3021,18358.7006,4
41-3091,11-3031,8080.8882,3
41-3091,11-3061,7099.2754,2
41-3091,11-9021,16221.5779,4
41-3091,11-9051,1022.1028,1
41-3091,11-9111,11987.5596,2
41-3091,11-9141,17598.2789,3
41-3091,13-1011,3550.8644,1
41-3091,13-1023,2548.9578,1
41-3091,13-1041,5532.5617,2
41-3091,13-1051,6259.5685,2
41-3091,13-1081,4201.4583999999995,2
41-3091,13-1111,59275.1483,13
41-3091,13-1161,8979.0055,6
41-3091,13-1199,11180.8955,3
41-3091,13-2011,17465.1511,5
41-3091,13-2051,6177.4181,2
41-3091,13-2052,4417.2327,1
41-3091,13-2099,6702.5453,1
41-3091,15-1211,25022.2088,6
41-3091,15-1253,9888.4454,2
41-3091,15-2031,4605.5806,1
41-3091,17-2051,7824.688,2
41-3091,17-2081,4821.4345,1
41-3091,17-2141,856.6864,1
41-3091,17-2199,9180.520400000001,2
41-3091,21-2011,2188.3221,1
41-3091,23-2011,5115.4567,1
41-3091,27-3031,18095.851,5
41-3091,29-1051,4604.7277,1
41-3091,29-1071,4630.3384,1
41-3091,29-1141,8986.0083,2
41-3091,29-2081,3230.2236,1
41-3091,31-1122,2198.0752,1
41-3091,33-3021,629.9689,1
41-3091,35-3011,3210.2313,1
41-3091,35-3031,7967.5652,2
41-3091,37-1011,2734.9059,1
41-3091,37-1012,5682.9614,2
41-3091,37-2021,5395.9524,2
41-3091,39-4031,5443.652,1
41-3091,41-1011,26163.3474,8
41-3091,41-1012,8696.6111,3
41-3091,41-2021,2092.9775,1
41-3091,41-2031,171397.9914,51
41-3091,41-3011,32258.9483,9
41-3091,41-3021,14394.313400000001,4
41-3091,41-3031,3802.4902,1
41-3091,41-3041,4198.2295,1
41-3091,41-9031,19458.0704,6
41-3091,41-9041,5183.5117,2
41-3091,41-9091,11118.5787,2
41-3091,41-9099,53299.1711,16
41-3091,43-1011,6727.8523,2
41-3091,43-3021,7176.9367,2
41-3091,43-3031,7899.500899999999,2
41-3091,43-4051,70605.5205,22
41-3091,43-4071,3831.1135,1
41-3091,43-4151,832.4357,1
41-3091,43-4171,7120.723599999999,3
41-3091,43-4181,9401.1028,2
41-3091,43-5021,7027.3222,3
41-3091,43-5051,10124.8281,2
41-3091,43-5071,12468.754799999999,2
41-3091,43-5111,4702.806,1
41-3091,43-9021,5626.5948,1
41-3091,43-9041,15735.8557,3
41-3091,43-9061,14979.3191,4
41-3091,43-9199,15625.2706,3
41-3091,47-1011,8418.5865,2
41-3091,47-2031,8562.2689,3
41-3091,47-2061,9224.5115,3
41-3091,47-2141,2600.3759,1
41-3091,47-4011,14015.0915,3
41-3091,49-2011,6516.5593,1
41-3091,49-2098,1580.5887,1
41-3091,49-3021,5073.5491,1
41-3091,49-3023,2044.6853,1
41-3091,49-3031,572.3558,1
41-3091,49-9051,1464.223,1
41-3091,51-1011,3512.1179,1
41-3091,51-2041,5278.4613,1
41-3091,51-7011,799.9999,1
41-3091,51-8031,6863.3641,1
41-3091,51-9041,1499.5525,1
41-3091,53-3099,10531.1065,3
41-3091,53-7051,2303.6755,1
41-3091,53-7061,3969.6159,2
41-3091,53-7062,25553.3227,6
41-3091,53-7065,5198.8174,1
41-9031,13-1111,15297.4823,3
41-9031,17-2199,6112.4954,1
41-9031,33-2011,3637.1013,1
41-9031,41-1012,3279.8948,1
41-9031,41-2031,1633.691,1
41-9031,41-3091,973.3093,1
41-9031,41-9099,10044.9284,3
41-9031,43-4051,2352.9188,1
41-9031,43-4071,6169.6378,1
41-9041,11-9141,768.3176,1
41-9041,13-1161,4732.7443,1
41-9041,13-2011,6168.5273,1
41-9041,15-1253,5031.9754,1
41-9041,23-1011,3873.4357,1
41-9041,33-9021,4479.8599,1
41-9041,37-2012,936.0386,1
41-9041,41-2031,4545.4642,1
41-9041,41-3021,6057.8068,1
41-9041,41-3091,14783.7343,3
41-9041,41-9099,6116.3469,1
41-9041,43-3021,1499.7723,1
41-9041,43-4051,21245.5245,4
41-9041,43-4171,3768.064,1
41-9091,11-1011,4122.3187,1
41-9091,13-2011,2251.4537,1
41-9091,15-1253,3945.6952,1
41-9091,17-2171,4782.4132,1
41-9091,29-1129,6144.595,1
41-9091,37-2012,4148.9631,1
41-9091,39-5012,3211.4953,1
41-9091,39-9011,4993.5504,1
41-9091,41-1011,1230.575,1
41-9091,41-2031,45708.8482,12
41-9091,41-3041,744.5957,1
41-9091,41-3091,13226.605800000001,2
41-9091,43-3031,1944.6973,1
41-9091,43-4051,16531.141499999998,4
41-9091,43-4071,3393.52,1
41-9091,43-5021,8241.4679,2
41-9091,47-2061,3161.9722,1
41-9091,47-2141,6914.3055,1
41-9091,49-3023,8353.4916,1
41-9091,53-7062,2240.7622,1
41-9099,11-3021,2376.8759,1
41-9099,11-3031,485.5245,1
41-9099,11-3051,4305.5195,1
41-9099,11-3071,6710.0085,2
41-9099,11-9013,16866.9315,3
41-9099,11-9111,10084.5622,2
41-9099,11-9141,3719.3587,2
41-9099,13-1022,6787.157300000001,2
41-9099,13-1023,621.2228,1
41-9099,13-1111,1852.8238999999999,2
41-9099,13-1161,16680.7272,3
41-9099,13-1199,9689.8437,4
41-9099,13-2011,9755.4908,2
41-9099,13-2052,6670.406,1
41-9099,15-1211,10227.6411,2
41-9099,15-1253,17398.6072,4
41-9099,17-2041,3433.7497,1
41-9099,17-2141,3042.481,1
41-9099,21-1092,5728.056,1
41-9099,23-2011,1062.9671,1
41-9099,27-4021,3148.6018,1
41-9099,29-1041,1520.8298,1
41-9099,29-1051,5014.0299,1
41-9099,29-1071,3751.5847,1
41-9099,29-1129,5374.187,1
41-9099,29-1141,13210.467999999999,3
41-9099,29-2061,2784.3566,1
41-9099,29-2081,3669.282,1
41-9099,31-1122,9768.1765,2
41-9099,31-9095,3981.9217,1
41-9099,31-9097,3051.2232,1
41-9099,33-3021,2081.0782,1
41-9099,33-3051,4321.0544,1
41-9099,33-9093,7175.5672,1
41-9099,35-1012,714.4629,1
41-9099,35-2021,5805.0380000000005,2
41-9099,35-3031,12579.5867,4
41-9099,35-9031,4286.0043,1
41-9099,41-1011,23930.7274,8
41-9099,41-1012,4026.4939,1
41-9099,41-2031,190568.882,56
41-9099,41-3011,5294.8917,1
41-9099,41-3021,18288.208599999998,4
41-9099,41-3091,80850.8264,24
41-9099,41-9031,4215.1655,1
41-9099,41-9041,6034.4813,1
41-9099,43-1011,9748.3087,2
41-9099,43-3021,3693.4657,1
41-9099,43-3031,3051.6946,2
41-9099,43-3099,4464.0929,1
41-9099,43-4051,68242.775,19
41-9099,43-4151,1081.5182,1
41-9099,43-4171,4699.3531,2
41-9099,43-4181,13299.7255,4
41-9099,43-4199,5605.839,1
41-9099,43-5021,30719.7805,8
41-9099,43-5052,600.1382,1
41-9099,43-5061,3513.5944,1
41-9099,43-5071,4394.4059,1
41-9099,43-9061,17391.5744,5
41-9099,43-9199,4311.4545,1
41-9099,47-2061,19088.6603,4
41-9099,47-2111,5421.0894,1
41-9099,49-1011,3636.7327,1
41-9099,49-9071,4337.5407000000005,2
41-9099,49-9091,2201.5893,1
41-9099,51-1011,5378.9423,1
41-9099,51-4199,6013.0722,1
41-9099,51-9198,2749.0396,1
41-9099,53-3099,3720.5558,1
41-9099,53-7051,4511.8927,1
41-9099,53-7061,5797.847400000001,2
41-9099,53-7062,1936.6721,1
41-9099,53-7065,45873.6637,14
41-9099,53-7081,2879.2819,1
43-1011,11-1011,21382.9848,6
43-1011,11-1021,52073.7151,16
43-1011,11-3021,21086.3368,5
43-1011,11-3031,92870.384,31
43-1011,11-3051,5527.3021,1
43-1011,11-3061,1029.7893,1
43-1011,11-3071,40705.8442,12
43-1011,11-3121,4962.0599,2
43-1011,11-3131,3482.1555,2
43-1011,11-9021,8136.8427,3
43-1011,11-9041,2069.1778,1
43-1011,11-9051,1305.8776,1
43-1011,11-9081,946.481,1
43-1011,11-9111,119246.293,35
43-1011,11-9141,27177.920000000002,9
43-1011,11-9151,23601.2452,7
43-1011,13-1022,4390.8779,1
43-1011,13-1023,2751.305,1
43-1011,13-1041,12299.7052,5
43-1011,13-1081,17550.4598,5
43-1011,13-1111,13653.458200000001,3
43-1011,13-1131,9581.3073,2
43-1011,13-1161,1356.6884,1
43-1011,13-1199,24249.063599999998,7
43-1011,13-2011,7114.8931,3
43-1011,13-2031,8741.266800000001,2
43-1011,13-2052,19442.9712,6
43-1011,15-1211,28767.8252,6
43-1011,15-1212,4354.0102,1
43-1011,15-1221,8319.8568,2
43-1011,15-1242,1975.5465,1
43-1011,15-1244,4621.7499,1
43-1011,15-1251,3650.8269,1
43-1011,15-1253,44523.480800000005,11
43-1011,15-2031,4614.7516,1
43-1011,17-2041,4595.4723,1
43-1011,17-2051,7847.9998000000005,2
43-1011,17-2141,5512.0496,1
43-1011,17-2199,1384.8999,1
43-1011,17-3031,4463.1384,1
43-1011,21-1092,1602.4974,1
43-1011,21-1093,19324.8194,3
43-1011,23-1011,11630.9397,4
43-1011,23-2011,15762.1832,5
43-1011,25-4031,3796.8791,1
43-1011,27-2012,631.2117,1
43-1011,29-1129,3696.2936,1
43-1011,29-1141,19276.868899999998,5
43-1011,29-1171,4387.4257,1
43-1011,29-1292,640.4055,1
43-1011,29-2061,40024.6118,9
43-1011,31-1122,21396.5246,6
43-1011,31-9011,1779.8522,1
43-1011,31-9091,13577.664700000001,3
43-1011,31-9092,1201.4246,1
43-1011,33-1011,3628.6099,1
43-1011,33-1012,5132.9532,1
43-1011,33-3021,472.5084,1
43-1011,33-9091,3768.3351,1
43-1011,33-9093,4613.3943,2
43-1011,35-1012,6702.8259,2
43-1011,35-2021,6416.1515,2
43-1011,35-3011,10687.2516,2
43-1011,35-3031,13374.5394,4
43-1011,35-9011,4014.5071,1
43-1011,35-9021,1372.6154,1
43-1011,35-9031,4430.5699,1
43-1011,37-1011,18862.608,6
43-1011,37-1012,4924.3505,1
43-1011,37-2012,10830.5017,3
43-1011,39-2021,3063.745,1
43-1011,39-5012,4015.2863,1
43-1011,39-9011,4830.3516,1
43-1011,41-1011,91900.3216,25
43-1011,41-1012,71272.0501,23
43-1011,41-2021,800.4269,1
43-1011,41-2031,43455.9906,10
43-1011,41-3011,5577.9094,1
43-1011,41-3021,7434.406000000001,3
43-1011,41-3041,4912.8576,2
43-1011,41-3091,4923.3099,2
43-1011,41-9041,3276.0745,1
43-1011,41-9099,990.7746,1
43-1011,43-3011,4617.4834,2
43-1011,43-3021,26003.5032,10
43-1011,43-3031,55153.9717,19
43-1011,43-3051,4230.7456,2
43-1011,43-3071,17683.6671,5
43-1011,43-3099,9423.6289,2
43-1011,43-4031,3886.1476,1
43-1011,43-4051,102352.7688,31
43-1011,43-4071,10595.9848,4
43-1011,43-4121,6731.4323,1
43-1011,43-4141,6633.1828,2
43-1011,43-4151,5852.1404999999995,3
43-1011,43-4161,7088.296,2
43-1011,43-4171,48268.7919,11
43-1011,43-4181,1125.8055,1
43-1011,43-5021,11577.440999999999,2
43-1011,43-5061,5354.9848,1
43-1011,43-5071,23147.7658,7
43-1011,43-5111,4959.5176,1
43-1011,43-9021,12211.9892,4
43-1011,43-9041,7655.772500000001,2
43-1011,43-9051,6895.3184,2
43-1011,43-9061,120206.38130000001,34
43-1011,43-9199,39586.3808,12
43-1011,45-4011,1720.3163,1
43-1011,47-1011,8560.9618,3
43-1011,47-2031,8058.0298,2
43-1011,47-2061,20215.3497,7
43-1011,47-2211,4814.9746,1
43-1011,47-4051,502.2155,1
43-1011,49-1011,16836.0401,4
43-1011,49-2011,6072.1412,1
43-1011,49-3021,2190.9829,1
43-1011,49-3023,3861.995,1
43-1011,49-9071,11039.1075,4
43-1011,51-1011,51360.6883,14
43-1011,51-3011,550.0702,1
43-1011,51-3092,3940.8537,1
43-1011,51-4041,4437.8639,1
43-1011,51-4199,11823.828000000001,2
43-1011,51-6011,287.6638,1
43-1011,51-9061,9935.9487,6
43-1011,51-9111,3840.0531,1
43-1011,53-2031,5833.406,1
43-1011,53-3099,6260.8586,1
43-1011,53-6061,6404.033600000001,2
43-1011,53-7051,4147.4455,1
43-1011,53-7062,15025.076000000001,4
43-1011,53-7064,13726.2352,3
43-1011,53-7065,25365.2269,8
43-2011,15-1253,895.4326,1
43-2011,31-1122,4528.8037,1
43-2011,43-1011,3840.8489,1
43-2011,43-4111,875.0828,1
43-2011,43-4171,1076.8642,2
43-2011,43-9061,1504.4047,1
43-2011,51-9061,6540.4178,1
43-2011,53-7062,4421.3058,1
43-2021,13-2011,4302.8391,1
43-2021,19-2099,4367.1068,1
43-2021,21-1093,4335.0345,1
43-2021,37-2012,2934.5994,1
43-2021,39-9011,2337.4285,1
43-2021,43-3071,2939.9009,1
43-2021,43-3099,1158.3481,1
43-2021,43-4051,10862.0452,4
43-2021,43-4111,4695.1861,1
43-2021,43-4151,764.4421,1
43-2021,53-3099,5965.1763,1
43-3011,11-1021,1490.1193,1
43-3011,11-3031,7633.081099999999,2
43-3011,13-1199,3387.3914,1
43-3011,13-2011,12116.3429,2
43-3011,15-1253,912.0584,1
43-3011,29-1141,5105.7465,1
43-3011,29-2061,3734.8118,1
43-3011,31-1122,4000.1592,1
43-3011,37-2012,1195.5902,1
43-3011,39-2011,4033.6448,1
43-3011,39-9011,1751.1749,1
43-3011,41-3021,2265.1746,1
43-3011,41-3091,5487.1647,1
43-3011,41-9041,4252.6826,1
43-3011,43-3021,17298.5442,4
43-3011,43-3031,19852.9977,4
43-3011,43-3051,1719.6533,1
43-3011,43-3071,5422.3666,1
43-3011,43-3099,742.226,1
43-3011,43-4051,13438.8065,5
43-3011,43-4111,8332.471399999999,2
43-3011,43-4171,3030.4885,2
43-3011,43-5071,8017.8967999999995,2
43-3011,43-9021,3502.0488,1
43-3011,43-9041,583.0842,1
43-3011,43-9061,12715.0742,4
43-3011,47-4031,5086.3132,1
43-3011,51-1011,5224.5164,1
43-3011,53-7062,428.497,1
43-3011,53-7064,3872.2575,1
43-3011,53-7065,4705.1186,1
43-3021,11-1011,1557.4023,1
43-3021,11-1021,1127.7912,1
43-3021,11-3031,38065.7016,11
43-3021,11-3121,2078.8698,1
43-3021,11-9013,2414.0618,1
43-3021,11-9021,3998.5075,1
43-3021,11-9051,13358.408800000001,2
43-3021,11-9111,9974.4647,4
43-3021,11-9141,2218.423,1
43-3021,11-9151,4530.9714,1
43-3021,13-1011,1217.6018,1
43-3021,13-1022,5552.8077,2
43-3021,13-1023,701.1352,1
43-3021,13-1041,6007.8259,2
43-3021,13-1051,9888.782,2
43-3021,13-1081,2549.6169,1
43-3021,13-1111,16672.5639,2
43-3021,13-1161,4178.0427,1
43-3021,13-1199,10278.4368,3
43-3021,13-2011,34595.7226,11
43-3021,13-2041,3039.8043,1
43-3021,13-2052,857.2731,1
43-3021,13-2099,9229.6868,2
43-3021,15-1253,1043.0884,2
43-3021,19-3051,4077.0332,1
43-3021,21-1093,2999.1323,1
43-3021,23-1011,3949.4886,2
43-3021,23-2011,9791.4682,2
43-3021,29-1011,1626.2636,1
43-3021,29-1051,2774.1184,1
43-3021,29-1129,5294.8507,1
43-3021,29-1141,21634.233699999997,6
43-3021,29-1292,2402.2239,1
43-3021,31-1122,4358.2722,2
43-3021,31-9011,323.4521,1
43-3021,31-9091,3558.7042,1
43-3021,31-9097,2518.9207,1
43-3021,33-2011,2073.6619,1
43-3021,33-3041,1459.7409,1
43-3021,35-1011,5488.6112,1
43-3021,35-3011,688.4691,1
43-3021,35-3031,7607.1157,2
43-3021,37-2012,8595.711599999999,2
43-3021,39-2021,5957.146,1
43-3021,39-9011,3813.312,1
43-3021,41-1011,15602.7804,7
43-3021,41-1012,12347.3893,5
43-3021,41-2031,18283.4583,4
43-3021,41-3091,9185.2631,2
43-3021,41-9041,836.4404,1
43-3021,41-9099,4339.4173,1
43-3021,43-1011,11173.2376,5
43-3021,43-3011,27592.6362,6
43-3021,43-3031,64958.6293,21
43-3021,43-3051,9527.4069,2
43-3021,43-3099,8846.0669,2
43-3021,43-4051,51420.077,16
43-3021,43-4071,10513.6466,3
43-3021,43-4131,411.6263,1
43-3021,43-4151,4392.4338,1
43-3021,43-4171,20453.6984,6
43-3021,43-5011,5247.7206,1
43-3021,43-5021,4344.072,2
43-3021,43-5052,5791.4888,1
43-3021,43-5111,4486.0728,1
43-3021,43-9021,10536.0866,3
43-3021,43-9041,26467.7428,7
43-3021,43-9061,58819.8261,19
43-3021,43-9071,5234.745,1
43-3021,43-9199,28154.14,8
43-3021,47-2031,3702.6697,1
43-3021,47-2061,1999.5198,1
43-3021,47-2141,3891.9428,1
43-3021,49-3022,4669.1764,1
43-3021,49-9071,3033.4771,1
43-3021,51-1011,5538.0891,1
43-3021,51-9061,1812.2984,1
43-3021,53-7062,952.8208,1
43-3021,53-7065,9341.8591,4
43-3021,53-7199,852.3019,1
43-3031,11-1011,31140.4146,9
43-3031,11-1021,31493.9327,9
43-3031,11-3021,559.1219,1
43-3031,11-3031,81826.4278,26
43-3031,11-3061,928.1647,1
43-3031,11-3071,1906.5744,1
43-3031,11-3121,6919.6562,1
43-3031,11-9013,50437.7669,16
43-3031,11-9021,12593.453,3
43-3031,11-9041,6661.589,1
43-3031,11-9051,10235.141500000002,3
43-3031,11-9081,9908.8158,2
43-3031,11-9111,18320.821799999998,5
43-3031,11-9121,446.6444,1
43-3031,11-9141,22346.0783,6
43-3031,11-9151,1538.5799,1
43-3031,13-1011,6320.1411,1
43-3031,13-1023,4461.9087,2
43-3031,13-1041,6534.6174,3
43-3031,13-1111,10661.622,3
43-3031,13-1121,3341.6716,2
43-3031,13-1131,2319.0679,1
43-3031,13-1141,4526.4677,1
43-3031,13-1161,5719.7161,1
43-3031,13-1199,40002.0707,9
43-3031,13-2011,420813.875,122
43-3031,13-2051,27369.5745,6
43-3031,13-2052,9980.9922,2
43-3031,13-2053,2901.1477,1
43-3031,13-2081,1169.3701,1
43-3031,13-2082,25757.574399999998,7
43-3031,13-2099,7631.769899999999,3
43-3031,15-1211,12095.1544,3
43-3031,15-1212,3745.8685,1
43-3031,15-1251,598.2183,1
43-3031,15-1253,21241.6468,7
43-3031,17-2041,4260.7376,1
43-3031,17-2141,2748.2087,1
43-3031,17-2199,4702.5853,1
43-3031,21-1093,4830.7607,3
43-3031,21-2099,323.8396,1
43-3031,23-1011,4341.557,1
43-3031,23-2011,21614.698,4
43-3031,25-4031,1126.5896,1
43-3031,27-3041,7527.9782,1
43-3031,27-3043,3990.2777,1
43-3031,27-4021,3138.4345,1
43-3031,29-1122,331.4324,1
43-3031,29-1141,43765.7965,12
43-3031,29-1292,711.7589,1
43-3031,29-2061,5964.4776999999995,2
43-3031,31-1122,7678.4477,4
43-3031,31-9091,4931.8326,1
43-3031,31-9092,5554.2534,2
43-3031,31-9096,4177.3854,1
43-3031,33-3051,3223.0505,1
43-3031,35-2021,6920.781,2
43-3031,35-3011,665.5612,1
43-3031,35-3031,32500.2541,6
43-3031,35-3041,10644.0803,3
43-3031,35-9031,2804.6048,2
43-3031,37-1011,3938.4505,1
43-3031,37-2012,15506.500800000002,4
43-3031,37-2021,4279.3495,1
43-3031,39-2021,4270.9805,2
43-3031,39-5012,7895.849200000001,2
43-3031,39-9011,6266.6132,2
43-3031,41-1011,42060.1806,13
43-3031,41-1012,18908.3867,7
43-3031,41-2021,1280.7081,1
43-3031,41-2031,50601.6948,12
43-3031,41-3021,8125.4187,3
43-3031,41-3031,24968.464500000002,4
43-3031,41-3041,9616.863,1
43-3031,41-9091,10175.082900000001,2
43-3031,41-9099,7443.993,2
43-3031,43-1011,60908.1509,22
43-3031,43-2021,4266.2611,1
43-3031,43-3011,23259.7678,5
43-3031,43-3021,98372.5876,30
43-3031,43-3051,25468.4518,8
43-3031,43-3061,5863.031,1
43-3031,43-3071,4543.5757,2
43-3031,43-3099,21187.2766,6
43-3031,43-4041,5709.254,1
43-3031,43-4051,61184.2019,23
43-3031,43-4071,5418.2182,2
43-3031,43-4081,6844.9874,3
43-3031,43-4121,4976.4769,1
43-3031,43-4131,22794.7983,6
43-3031,43-4161,8589.2617,2
43-3031,43-4171,11683.7837,6
43-3031,43-5011,3438.1103,1
43-3031,43-5021,8513.6888,3
43-3031,43-5052,785.828,1
43-3031,43-5061,4971.3152,1
43-3031,43-5071,14071.4349,5
43-3031,43-9021,8531.7156,3
43-3031,43-9022,8776.1917,3
43-3031,43-9041,6504.1083,3
43-3031,43-9051,6175.2347,1
43-3031,43-9061,109181.4476,38
43-3031,43-9199,19343.177900000002,5
43-3031,47-2061,7728.6706,3
43-3031,47-2111,4350.7188,1
43-3031,47-2141,6676.9581,1
43-3031,49-1011,5427.0209,1
43-3031,49-3023,3702.5931,1
43-3031,49-9071,3789.7129,1
43-3031,51-4111,4249.6875,1
43-3031,51-4199,2608.6563,1
43-3031,51-7099,797.6098,1
43-3031,51-9041,1672.2615,2
43-3031,51-9061,3687.9096,2
43-3031,51-9111,3596.3692,1
43-3031,53-7051,4098.6394,1
43-3031,53-7062,18683.292699999998,4
43-3031,53-7065,14314.8555,5
43-3051,11-1011,3456.0828,1
43-3051,11-1021,1066.9564,1
43-3051,11-3021,1804.6995,1
43-3051,11-3031,5807.5942000000005,4
43-3051,11-3121,4150.5333,2
43-3051,11-9051,5190.2751,1
43-3051,13-1041,4664.138,1
43-3051,13-1199,8387.897799999999,2
43-3051,13-2011,22899.0973,7
43-3051,13-2051,536.3835,1
43-3051,13-2052,1842.432,1
43-3051,15-1242,1031.0528,1
43-3051,29-1126,3233.7732,1
43-3051,29-1129,5061.4777,1
43-3051,31-1122,3931.1068,1
43-3051,35-1011,2905.234,1
43-3051,35-3031,3465.481,1
43-3051,35-3041,4413.5931,1
43-3051,37-2012,3332.9452,1
43-3051,41-1011,6586.0912,2
43-3051,41-1012,2822.8207,2
43-3051,41-2031,8948.7265,3
43-3051,43-1011,21470.1409,6
43-3051,43-3021,5946.5536,1
43-3051,43-3031,42639.5384,12
43-3051,43-3099,4967.9635,1
43-3051,43-4031,5481.4562,1
43-3051,43-4051,11744.7042,2
43-3051,43-4071,2215.2167,1
43-3051,43-4161,1796.4351,1
43-3051,43-4199,7684.2483,1
43-3051,43-5021,5439.5006,1
43-3051,43-9061,19600.9127,4
43-3051,43-9199,4758.8855,1
43-3051,47-2061,8127.8339,2
43-3051,47-2141,1988.9554,1
43-3051,47-4011,720.5737,1
43-3051,51-9061,5155.2261,1
43-3051,51-9111,5306.2258,1
43-3051,53-7062,2536.7053,2
43-3061,11-3061,35705.5462,8
43-3061,13-1022,3040.7573,2
43-3061,13-1023,21069.8947,6
43-3061,13-1081,4170.4212,1
43-3061,15-1211,4776.4425,1
43-3061,17-2199,4159.7037,1
43-3061,43-3031,4134.4611,1
43-3061,43-4051,3769.1371,1
43-3061,43-5061,10937.8451,2
43-3061,43-9061,470.995,1
43-3061,53-7062,1184.387,1
43-3061,53-7065,3770.4666,1
43-3071,11-1011,803.1302,1
43-3071,11-1021,2585.7264,1
43-3071,11-3031,66754.699,22
43-3071,11-3121,4106.3852,1
43-3071,13-1111,9069.8359,2
43-3071,13-2011,5170.9143,1
43-3071,13-2051,4655.0762,1
43-3071,13-2052,16499.2728,6
43-3071,13-2099,6216.9048,3
43-3071,15-1211,11650.1244,2
43-3071,15-1241,4985.8778,1
43-3071,15-1253,605.6458,1
43-3071,21-2099,5129.9601,1
43-3071,23-2011,2666.9998,1
43-3071,27-2012,4710.5993,1
43-3071,29-2061,4004.698,1
43-3071,31-1122,5156.3812,1
43-3071,31-9092,2031.9993,1
43-3071,33-3021,1158.5198,1
43-3071,35-1012,2058.182,1
43-3071,35-2021,4185.8424,1
43-3071,35-3031,8847.6928,2
43-3071,35-3041,1295.7633,1
43-3071,35-9011,3258.4994,1
43-3071,39-5012,7771.6404,2
43-3071,41-1011,3891.9139,1
43-3071,41-3021,1166.7089,1
43-3071,41-3091,5116.6249,1
43-3071,41-9099,6502.9042,2
43-3071,43-1011,5161.5495,1
43-3071,43-3011,681.761,1
43-3071,43-3031,8618.0159,4
43-3071,43-3099,4171.234,1
43-3071,43-4041,6238.7257,2
43-3071,43-4051,55718.356400000004,15
43-3071,43-4141,12731.2408,4
43-3071,43-4171,709.8397,1
43-3071,43-5021,2138.9013,1
43-3071,43-9041,4296.9583,1
43-3071,43-9061,1038.3135,1
43-3071,45-1011,4320.162,1
43-3071,47-2111,6645.4116,1
43-3071,51-6011,1998.5173,1
43-3071,51-6031,3015.3572,1
43-3071,51-9111,6334.4056,1
43-3071,53-3099,4364.5677,1
43-3071,53-7065,491.8554,1
43-3099,11-1011,2287.0659,1
43-3099,11-1021,4580.1266,1
43-3099,11-3031,66198.0149,15
43-3099,11-9041,3988.6563,1
43-3099,11-9051,4882.2123,1
43-3099,11-9111,2696.7383,1
43-3099,13-1041,6020.8486,1
43-3099,13-1051,2030.0257,1
43-3099,13-1111,3109.6502,1
43-3099,13-1161,4812.9384,1
43-3099,13-1199,7389.645,2
43-3099,13-2011,72319.0458,18
43-3099,13-2051,19772.6162,7
43-3099,13-2052,40673.6125,10
43-3099,13-2099,23259.398999999998,7
43-3099,15-1253,7618.2209,2
43-3099,15-2011,2742.0519,1
43-3099,21-1093,4261.0341,1
43-3099,25-4022,7890.5887,1
43-3099,27-3031,11732.152,1
43-3099,33-3051,10594.3,2
